user_id,event_id,event_category,interaction_type,engagement_score,label
110,402,gastronomico,view,0,0
42,76,gastronomico,view,1,1
83,471,gastronomico,save,2,1
85,153,deportivo,view,1,1
32,53,cultural,view,1,1
98,354,deportivo,interested,2,1
159,462,cultural,view,0,0
29,423,entretenimiento,view,1,1
129,2,entretenimiento,view,1,1
73,1,deportivo,interested,2,1
187,478,otro,interested,2,1
44,64,gastronomico,save,2,1
185,295,deportivo,save,2,1
7,571,cultural,view,0,0
125,145,entretenimiento,view,0,0
111,298,gastronomico,view,1,1
99,519,cultural,view,1,1
101,552,entretenimiento,view,0,0
190,98,cultural,view,0,0
106,591,cultural,save,2,1
104,171,entretenimiento,uninterested,0,0
39,39,cultural,save,2,1
16,142,deportivo,view,0,0
5,372,deportivo,view,0,0
146,241,otro,save,2,1
66,520,deportivo,save,2,1
140,229,otro,view,1,1
172,571,cultural,view,0,0
178,454,deportivo,save,2,1
176,212,deportivo,save,2,1
72,478,otro,uninterested,0,0
96,50,deportivo,interested,2,1
153,275,gastronomico,view,1,1
60,447,cultural,save,2,1
29,494,otro,uninterested,0,0
21,79,otro,interested,2,1
100,548,gastronomico,view,1,1
171,596,otro,interested,2,1
168,285,gastronomico,interested,2,1
137,87,gastronomico,save,2,1
69,246,entretenimiento,interested,2,1
120,84,entretenimiento,save,2,1
62,67,gastronomico,view,1,1
143,554,cultural,save,2,1
122,503,otro,save,2,1
100,313,deportivo,uninterested,0,0
47,323,deportivo,save,2,1
85,254,otro,uninterested,0,0
132,65,cultural,uninterested,0,0
145,95,deportivo,view,1,1
149,144,otro,interested,2,1
67,231,otro,save,2,1
21,587,cultural,save,2,1
177,408,cultural,save,2,1
98,284,deportivo,uninterested,0,0
98,496,otro,uninterested,0,0
43,436,deportivo,save,2,1
75,571,cultural,view,1,1
123,265,cultural,interested,2,1
199,30,otro,save,2,1
9,534,gastronomico,uninterested,0,0
0,123,otro,save,2,1
132,452,entretenimiento,uninterested,0,0
38,158,cultural,uninterested,0,0
176,475,gastronomico,view,0,0
57,495,entretenimiento,view,1,1
47,317,deportivo,interested,2,1
122,589,gastronomico,view,1,1
0,440,otro,interested,2,1
190,73,otro,interested,2,1
17,146,gastronomico,uninterested,0,0
166,491,gastronomico,view,1,1
179,270,cultural,save,2,1
98,486,entretenimiento,view,0,0
127,482,entretenimiento,save,2,1
9,427,otro,view,0,0
4,264,gastronomico,interested,2,1
4,592,entretenimiento,view,1,1
181,535,entretenimiento,save,2,1
137,261,cultural,uninterested,0,0
84,253,cultural,uninterested,0,0
173,152,entretenimiento,view,1,1
59,66,entretenimiento,save,2,1
132,355,cultural,save,2,1
118,237,cultural,view,1,1
59,347,entretenimiento,interested,2,1
189,454,deportivo,uninterested,0,0
172,437,otro,save,2,1
183,483,entretenimiento,view,1,1
118,202,gastronomico,view,1,1
196,234,gastronomico,uninterested,0,0
82,69,otro,save,2,1
183,216,cultural,view,1,1
172,124,gastronomico,uninterested,0,0
91,427,otro,save,2,1
66,215,deportivo,interested,2,1
167,386,gastronomico,uninterested,0,0
2,89,deportivo,save,2,1
26,520,deportivo,save,2,1
115,143,otro,view,1,1
154,443,otro,view,1,1
101,572,deportivo,interested,2,1
174,320,gastronomico,save,2,1
126,338,deportivo,view,1,1
130,560,entretenimiento,view,1,1
115,549,deportivo,view,0,0
48,117,gastronomico,interested,2,1
183,99,cultural,interested,2,1
38,346,cultural,save,2,1
122,286,cultural,save,2,1
51,578,cultural,uninterested,0,0
178,221,deportivo,save,2,1
29,19,deportivo,view,0,0
161,193,deportivo,view,1,1
176,596,otro,view,1,1
191,44,deportivo,interested,2,1
157,335,gastronomico,interested,2,1
75,95,deportivo,view,1,1
104,475,gastronomico,view,1,1
55,531,entretenimiento,uninterested,0,0
50,25,cultural,uninterested,0,0
122,370,cultural,interested,2,1
143,164,cultural,save,2,1
154,369,gastronomico,uninterested,0,0
29,35,entretenimiento,uninterested,0,0
104,381,entretenimiento,uninterested,0,0
50,157,deportivo,save,2,1
56,498,gastronomico,interested,2,1
141,420,otro,uninterested,0,0
121,80,gastronomico,save,2,1
144,123,otro,save,2,1
140,145,entretenimiento,save,2,1
28,435,cultural,save,2,1
72,368,otro,interested,2,1
153,166,cultural,view,0,0
4,272,gastronomico,save,2,1
153,466,entretenimiento,view,1,1
78,357,entretenimiento,uninterested,0,0
151,153,deportivo,view,1,1
41,368,otro,view,1,1
160,30,otro,view,1,1
165,553,entretenimiento,save,2,1
29,581,gastronomico,save,2,1
48,168,deportivo,view,0,0
7,438,deportivo,interested,2,1
87,427,otro,save,2,1
109,417,deportivo,interested,2,1
19,44,deportivo,save,2,1
62,441,otro,save,2,1
15,340,deportivo,uninterested,0,0
8,369,gastronomico,interested,2,1
19,19,deportivo,view,1,1
126,247,deportivo,view,1,1
60,524,gastronomico,uninterested,0,0
77,44,deportivo,save,2,1
46,260,cultural,save,2,1
57,235,entretenimiento,save,2,1
169,145,entretenimiento,save,2,1
186,509,otro,save,2,1
168,165,gastronomico,interested,2,1
44,587,cultural,view,0,0
7,330,gastronomico,view,0,0
39,20,cultural,view,1,1
164,308,cultural,uninterested,0,0
160,441,otro,save,2,1
35,16,entretenimiento,save,2,1
117,255,deportivo,uninterested,0,0
134,116,deportivo,view,1,1
164,250,cultural,save,2,1
156,489,deportivo,view,1,1
122,8,otro,view,1,1
186,65,cultural,view,1,1
103,155,cultural,view,0,0
166,457,deportivo,interested,2,1
11,128,gastronomico,save,2,1
161,295,deportivo,view,1,1
0,371,otro,save,2,1
13,347,entretenimiento,view,1,1
126,299,otro,view,1,1
98,298,gastronomico,save,2,1
126,463,deportivo,interested,2,1
163,199,cultural,uninterested,0,0
116,83,gastronomico,view,0,0
95,328,cultural,view,0,0
67,78,deportivo,view,1,1
137,307,entretenimiento,view,0,0
103,372,deportivo,save,2,1
198,462,cultural,view,1,1
27,382,deportivo,save,2,1
94,352,otro,interested,2,1
94,304,otro,view,1,1
79,411,entretenimiento,view,1,1
1,424,gastronomico,save,2,1
69,557,entretenimiento,save,2,1
179,478,otro,uninterested,0,0
92,214,gastronomico,save,2,1
4,385,gastronomico,view,1,1
156,6,deportivo,save,2,1
91,219,gastronomico,save,2,1
69,66,entretenimiento,interested,2,1
117,40,cultural,save,2,1
56,34,gastronomico,save,2,1
35,453,entretenimiento,save,2,1
167,568,gastronomico,view,1,1
28,245,entretenimiento,uninterested,0,0
38,510,cultural,save,2,1
80,271,gastronomico,view,1,1
17,171,entretenimiento,save,2,1
131,368,otro,view,1,1
174,376,gastronomico,save,2,1
63,331,deportivo,save,2,1
158,197,entretenimiento,save,2,1
74,151,otro,save,2,1
126,138,deportivo,view,1,1
138,450,deportivo,view,1,1
67,305,cultural,view,0,0
39,42,cultural,save,2,1
173,170,entretenimiento,interested,2,1
84,587,cultural,interested,2,1
25,577,deportivo,view,1,1
139,252,gastronomico,save,2,1
133,213,entretenimiento,view,1,1
82,185,otro,uninterested,0,0
154,329,entretenimiento,view,1,1
65,365,deportivo,save,2,1
101,80,gastronomico,save,2,1
134,6,deportivo,view,1,1
92,80,gastronomico,view,1,1
70,4,deportivo,view,1,1
51,265,cultural,save,2,1
76,99,cultural,view,1,1
88,406,otro,interested,2,1
199,398,gastronomico,view,0,0
92,271,gastronomico,view,1,1
108,158,cultural,view,1,1
31,431,gastronomico,interested,2,1
126,523,cultural,save,2,1
66,350,gastronomico,view,1,1
47,197,entretenimiento,view,1,1
160,216,cultural,view,0,0
39,47,otro,view,0,0
30,41,entretenimiento,view,0,0
125,518,deportivo,view,1,1
114,572,deportivo,save,2,1
132,437,otro,save,2,1
198,11,otro,interested,2,1
106,440,otro,view,0,0
129,484,deportivo,view,1,1
22,411,entretenimiento,save,2,1
57,67,gastronomico,interested,2,1
125,428,cultural,interested,2,1
27,275,gastronomico,view,0,0
78,136,deportivo,view,1,1
159,330,gastronomico,save,2,1
62,314,gastronomico,save,2,1
54,182,entretenimiento,uninterested,0,0
184,393,gastronomico,interested,2,1
170,533,cultural,view,1,1
105,68,gastronomico,save,2,1
57,146,gastronomico,uninterested,0,0
155,45,cultural,interested,2,1
125,250,cultural,interested,2,1
93,65,cultural,save,2,1
23,477,entretenimiento,uninterested,0,0
96,93,gastronomico,view,0,0
98,141,cultural,view,0,0
58,15,gastronomico,interested,2,1
161,91,entretenimiento,view,0,0
128,460,gastronomico,interested,2,1
158,404,deportivo,save,2,1
66,538,entretenimiento,save,2,1
103,89,deportivo,save,2,1
190,589,gastronomico,interested,2,1
17,288,entretenimiento,view,1,1
91,285,gastronomico,interested,2,1
127,112,deportivo,interested,2,1
139,374,deportivo,view,1,1
194,31,entretenimiento,uninterested,0,0
43,571,cultural,view,1,1
33,64,gastronomico,save,2,1
101,136,deportivo,view,0,0
149,352,otro,save,2,1
76,533,cultural,save,2,1
128,579,gastronomico,uninterested,0,0
44,497,cultural,view,0,0
161,389,otro,view,1,1
168,294,entretenimiento,uninterested,0,0
121,502,deportivo,uninterested,0,0
22,55,entretenimiento,save,2,1
161,459,deportivo,save,2,1
128,580,otro,view,0,0
19,393,gastronomico,uninterested,0,0
176,284,deportivo,interested,2,1
78,429,entretenimiento,uninterested,0,0
88,140,otro,interested,2,1
54,428,cultural,uninterested,0,0
122,214,gastronomico,interested,2,1
43,559,gastronomico,view,0,0
39,530,gastronomico,save,2,1
59,575,entretenimiento,interested,2,1
53,301,cultural,view,0,0
123,253,cultural,save,2,1
63,38,otro,uninterested,0,0
95,481,entretenimiento,view,1,1
160,500,otro,save,2,1
138,110,entretenimiento,save,2,1
186,270,cultural,view,1,1
168,297,gastronomico,view,1,1
95,433,entretenimiento,save,2,1
181,523,cultural,view,1,1
174,370,cultural,view,0,0
53,381,entretenimiento,interested,2,1
14,88,deportivo,uninterested,0,0
167,157,deportivo,save,2,1
123,56,deportivo,view,1,1
71,288,entretenimiento,save,2,1
70,280,cultural,uninterested,0,0
194,73,otro,uninterested,0,0
113,237,cultural,uninterested,0,0
49,253,cultural,interested,2,1
67,466,entretenimiento,view,0,0
114,483,entretenimiento,save,2,1
107,187,otro,interested,2,1
23,148,otro,uninterested,0,0
99,509,otro,save,2,1
13,491,gastronomico,uninterested,0,0
77,163,entretenimiento,uninterested,0,0
44,128,gastronomico,interested,2,1
176,338,deportivo,save,2,1
25,49,deportivo,save,2,1
74,100,gastronomico,view,0,0
3,274,otro,interested,2,1
7,325,deportivo,interested,2,1
3,279,entretenimiento,uninterested,0,0
4,477,entretenimiento,interested,2,1
101,38,otro,uninterested,0,0
157,386,gastronomico,interested,2,1
178,59,deportivo,save,2,1
127,548,gastronomico,save,2,1
19,436,deportivo,save,2,1
174,100,gastronomico,save,2,1
82,432,otro,save,2,1
110,349,otro,view,1,1
187,10,otro,save,2,1
142,376,gastronomico,view,1,1
132,169,otro,interested,2,1
16,345,gastronomico,uninterested,0,0
73,85,entretenimiento,interested,2,1
4,43,entretenimiento,view,1,1
141,82,otro,save,2,1
196,547,deportivo,view,0,0
69,388,entretenimiento,interested,2,1
29,413,otro,uninterested,0,0
115,510,cultural,uninterested,0,0
146,86,deportivo,view,1,1
51,294,entretenimiento,uninterested,0,0
175,435,cultural,interested,2,1
171,276,otro,view,1,1
56,361,deportivo,save,2,1
11,399,gastronomico,view,1,1
37,87,gastronomico,view,1,1
132,548,gastronomico,save,2,1
48,98,cultural,uninterested,0,0
187,149,otro,view,1,1
101,188,cultural,interested,2,1
108,214,gastronomico,view,1,1
199,365,deportivo,view,0,0
109,470,otro,save,2,1
92,183,gastronomico,save,2,1
34,41,entretenimiento,view,0,0
118,21,gastronomico,view,1,1
147,300,gastronomico,save,2,1
170,263,cultural,uninterested,0,0
176,518,deportivo,interested,2,1
132,231,otro,save,2,1
35,173,gastronomico,interested,2,1
13,466,entretenimiento,save,2,1
38,530,gastronomico,interested,2,1
195,37,otro,save,2,1
54,64,gastronomico,view,1,1
193,149,otro,view,1,1
177,550,otro,view,0,0
43,592,entretenimiento,save,2,1
124,283,otro,view,1,1
17,556,entretenimiento,interested,2,1
175,160,deportivo,view,1,1
11,129,otro,save,2,1
55,96,deportivo,view,0,0
54,483,entretenimiento,save,2,1
67,36,entretenimiento,view,0,0
186,108,cultural,save,2,1
150,436,deportivo,interested,2,1
31,62,entretenimiento,view,0,0
71,59,deportivo,view,1,1
138,222,cultural,uninterested,0,0
84,314,gastronomico,view,0,0
140,410,otro,view,1,1
153,357,entretenimiento,view,1,1
141,342,gastronomico,save,2,1
174,306,otro,view,0,0
112,224,gastronomico,view,1,1
137,96,deportivo,interested,2,1
2,586,entretenimiento,save,2,1
178,497,cultural,view,0,0
99,377,cultural,interested,2,1
76,417,deportivo,save,2,1
21,276,otro,save,2,1
21,551,otro,view,1,1
163,137,gastronomico,view,1,1
104,135,cultural,interested,2,1
5,214,gastronomico,save,2,1
46,310,cultural,view,1,1
4,105,entretenimiento,view,1,1
79,536,deportivo,save,2,1
71,405,entretenimiento,save,2,1
76,469,deportivo,save,2,1
135,292,deportivo,view,0,0
146,126,otro,interested,2,1
125,571,cultural,uninterested,0,0
117,140,otro,uninterested,0,0
172,22,otro,save,2,1
12,81,otro,view,1,1
113,478,otro,view,1,1
18,521,gastronomico,interested,2,1
51,448,cultural,view,1,1
37,101,deportivo,view,0,0
118,79,otro,uninterested,0,0
111,319,deportivo,view,0,0
151,115,otro,save,2,1
56,298,gastronomico,view,1,1
29,225,gastronomico,interested,2,1
36,257,deportivo,interested,2,1
76,582,deportivo,view,1,1
32,576,cultural,interested,2,1
24,29,entretenimiento,interested,2,1
71,585,entretenimiento,save,2,1
41,130,otro,save,2,1
180,372,deportivo,view,0,0
104,223,otro,save,2,1
20,43,entretenimiento,uninterested,0,0
35,45,cultural,view,1,1
61,418,gastronomico,save,2,1
156,279,entretenimiento,save,2,1
80,471,gastronomico,view,1,1
71,317,deportivo,view,1,1
112,588,entretenimiento,interested,2,1
56,460,gastronomico,uninterested,0,0
195,285,gastronomico,uninterested,0,0
54,118,cultural,view,1,1
179,158,cultural,interested,2,1
173,501,cultural,save,2,1
30,1,deportivo,view,1,1
146,549,deportivo,interested,2,1
13,51,entretenimiento,interested,2,1
143,52,cultural,interested,2,1
102,379,otro,interested,2,1
137,492,gastronomico,save,2,1
52,590,cultural,uninterested,0,0
9,127,entretenimiento,interested,2,1
23,597,gastronomico,save,2,1
151,185,otro,save,2,1
95,339,gastronomico,view,1,1
185,305,cultural,view,1,1
186,407,deportivo,interested,2,1
85,575,entretenimiento,view,1,1
25,212,deportivo,save,2,1
146,341,deportivo,interested,2,1
68,98,cultural,save,2,1
86,217,deportivo,interested,2,1
30,395,deportivo,save,2,1
0,427,otro,save,2,1
177,252,gastronomico,view,1,1
73,321,entretenimiento,save,2,1
18,346,cultural,view,0,0
139,56,deportivo,interested,2,1
75,418,gastronomico,view,0,0
45,299,otro,save,2,1
3,126,otro,save,2,1
195,358,deportivo,view,0,0
52,276,otro,save,2,1
50,155,cultural,view,0,0
199,175,otro,view,1,1
181,388,entretenimiento,interested,2,1
32,113,cultural,uninterested,0,0
177,182,entretenimiento,view,1,1
58,21,gastronomico,interested,2,1
0,257,deportivo,interested,2,1
178,339,gastronomico,save,2,1
72,215,deportivo,view,1,1
51,25,cultural,save,2,1
132,497,cultural,view,1,1
60,289,cultural,uninterested,0,0
70,203,deportivo,view,1,1
7,459,deportivo,interested,2,1
98,189,otro,uninterested,0,0
66,319,deportivo,save,2,1
190,384,otro,view,1,1
50,348,gastronomico,interested,2,1
124,346,cultural,view,0,0
52,291,otro,interested,2,1
144,223,otro,uninterested,0,0
63,301,cultural,view,1,1
54,414,entretenimiento,interested,2,1
176,119,deportivo,save,2,1
117,4,deportivo,view,1,1
20,123,otro,interested,2,1
91,195,otro,interested,2,1
58,529,gastronomico,uninterested,0,0
131,152,entretenimiento,uninterested,0,0
136,123,otro,uninterested,0,0
106,13,cultural,save,2,1
44,343,gastronomico,save,2,1
118,393,gastronomico,view,1,1
20,299,otro,save,2,1
40,158,cultural,view,0,0
190,133,otro,interested,2,1
198,166,cultural,interested,2,1
63,427,otro,interested,2,1
159,440,otro,view,1,1
108,198,gastronomico,view,1,1
28,350,gastronomico,save,2,1
178,482,entretenimiento,view,0,0
65,429,entretenimiento,interested,2,1
181,196,entretenimiento,interested,2,1
166,555,entretenimiento,view,0,0
98,283,otro,save,2,1
152,528,deportivo,view,0,0
161,241,otro,view,1,1
72,308,cultural,save,2,1
144,355,cultural,save,2,1
162,358,deportivo,view,1,1
185,366,gastronomico,interested,2,1
120,99,cultural,save,2,1
72,44,deportivo,interested,2,1
29,457,deportivo,uninterested,0,0
0,57,otro,interested,2,1
96,209,deportivo,save,2,1
139,330,gastronomico,uninterested,0,0
43,120,gastronomico,save,2,1
129,270,cultural,view,0,0
156,179,entretenimiento,uninterested,0,0
155,214,gastronomico,view,1,1
172,313,deportivo,uninterested,0,0
163,454,deportivo,uninterested,0,0
108,234,gastronomico,view,1,1
31,222,cultural,interested,2,1
120,70,gastronomico,interested,2,1
49,126,otro,interested,2,1
41,512,otro,save,2,1
28,140,otro,view,0,0
56,376,gastronomico,save,2,1
199,389,otro,interested,2,1
21,442,deportivo,save,2,1
179,216,cultural,view,1,1
92,225,gastronomico,save,2,1
195,571,cultural,uninterested,0,0
170,529,gastronomico,uninterested,0,0
198,160,deportivo,uninterested,0,0
153,329,entretenimiento,interested,2,1
46,260,cultural,save,2,1
81,291,otro,view,0,0
9,593,entretenimiento,save,2,1
115,591,cultural,view,1,1
153,294,entretenimiento,view,1,1
166,298,gastronomico,save,2,1
161,198,gastronomico,save,2,1
0,451,gastronomico,view,0,0
188,553,entretenimiento,interested,2,1
110,211,otro,save,2,1
30,103,cultural,view,1,1
89,484,deportivo,view,1,1
142,210,otro,view,0,0
125,131,deportivo,save,2,1
62,528,deportivo,view,0,0
180,406,otro,save,2,1
29,341,deportivo,uninterested,0,0
66,20,cultural,view,0,0
195,356,otro,save,2,1
139,319,deportivo,save,2,1
120,305,cultural,view,1,1
69,59,deportivo,view,0,0
75,505,deportivo,save,2,1
142,305,cultural,view,1,1
60,50,deportivo,save,2,1
68,579,gastronomico,save,2,1
86,365,deportivo,save,2,1
109,28,otro,interested,2,1
177,456,cultural,view,1,1
82,286,cultural,view,1,1
83,336,entretenimiento,save,2,1
46,266,otro,save,2,1
35,573,entretenimiento,interested,2,1
186,212,deportivo,save,2,1
29,556,entretenimiento,save,2,1
166,359,otro,view,1,1
19,331,deportivo,save,2,1
31,198,gastronomico,interested,2,1
52,569,otro,interested,2,1
144,512,otro,view,1,1
189,499,entretenimiento,uninterested,0,0
196,7,entretenimiento,interested,2,1
143,393,gastronomico,uninterested,0,0
109,443,otro,interested,2,1
182,200,otro,view,1,1
138,4,deportivo,interested,2,1
190,342,gastronomico,view,1,1
158,560,entretenimiento,save,2,1
144,196,entretenimiento,save,2,1
25,505,deportivo,save,2,1
27,200,otro,view,1,1
74,82,otro,view,1,1
66,137,gastronomico,view,1,1
187,596,otro,interested,2,1
94,185,otro,uninterested,0,0
44,488,gastronomico,interested,2,1
139,444,deportivo,uninterested,0,0
156,323,deportivo,save,2,1
70,47,otro,interested,2,1
125,251,cultural,save,2,1
46,249,otro,view,0,0
64,261,cultural,save,2,1
1,386,gastronomico,save,2,1
128,224,gastronomico,interested,2,1
59,55,entretenimiento,interested,2,1
79,337,deportivo,uninterested,0,0
8,153,deportivo,view,0,0
3,78,deportivo,view,0,0
113,100,gastronomico,view,1,1
18,559,gastronomico,interested,2,1
138,321,entretenimiento,save,2,1
28,287,deportivo,view,1,1
167,283,otro,interested,2,1
64,499,entretenimiento,uninterested,0,0
172,283,otro,view,1,1
177,386,gastronomico,view,1,1
22,235,entretenimiento,interested,2,1
173,411,entretenimiento,save,2,1
193,36,entretenimiento,save,2,1
91,225,gastronomico,interested,2,1
2,7,entretenimiento,save,2,1
131,412,otro,save,2,1
190,315,otro,save,2,1
113,347,entretenimiento,save,2,1
109,194,entretenimiento,view,0,0
193,218,entretenimiento,save,2,1
142,481,entretenimiento,uninterested,0,0
51,519,cultural,interested,2,1
151,41,entretenimiento,view,0,0
120,65,cultural,view,1,1
43,326,deportivo,interested,2,1
49,326,deportivo,uninterested,0,0
148,549,deportivo,save,2,1
29,355,cultural,interested,2,1
160,23,otro,interested,2,1
126,515,deportivo,interested,2,1
34,554,cultural,interested,2,1
133,92,cultural,save,2,1
129,282,deportivo,save,2,1
197,32,gastronomico,view,1,1
196,556,entretenimiento,view,1,1
168,474,deportivo,uninterested,0,0
11,285,gastronomico,interested,2,1
119,311,deportivo,interested,2,1
33,277,cultural,view,0,0
97,465,deportivo,view,1,1
140,219,gastronomico,uninterested,0,0
126,214,gastronomico,view,0,0
92,150,gastronomico,save,2,1
189,446,gastronomico,view,0,0
98,395,deportivo,view,0,0
196,489,deportivo,view,0,0
43,467,cultural,interested,2,1
43,454,deportivo,interested,2,1
74,406,otro,interested,2,1
183,412,otro,uninterested,0,0
134,300,gastronomico,uninterested,0,0
18,234,gastronomico,view,1,1
8,304,otro,view,0,0
122,215,deportivo,view,0,0
176,286,cultural,view,1,1
89,290,gastronomico,save,2,1
43,426,deportivo,interested,2,1
166,255,deportivo,uninterested,0,0
23,345,gastronomico,interested,2,1
124,130,otro,save,2,1
150,222,cultural,interested,2,1
29,278,entretenimiento,interested,2,1
172,596,otro,interested,2,1
128,498,gastronomico,save,2,1
1,572,deportivo,save,2,1
24,53,cultural,view,0,0
129,525,entretenimiento,view,1,1
38,488,gastronomico,save,2,1
4,574,otro,uninterested,0,0
113,149,otro,view,1,1
153,573,entretenimiento,save,2,1
71,534,gastronomico,interested,2,1
111,91,entretenimiento,interested,2,1
182,263,cultural,interested,2,1
82,589,gastronomico,view,0,0
74,358,deportivo,view,0,0
127,598,gastronomico,view,1,1
28,523,cultural,interested,2,1
81,312,cultural,view,1,1
107,304,otro,save,2,1
178,485,cultural,view,0,0
6,447,cultural,view,0,0
166,265,cultural,view,0,0
63,190,deportivo,save,2,1
179,164,cultural,save,2,1
23,363,gastronomico,interested,2,1
61,147,otro,uninterested,0,0
164,580,otro,view,1,1
85,395,deportivo,interested,2,1
173,390,cultural,interested,2,1
20,511,otro,interested,2,1
42,3,otro,view,0,0
109,574,otro,view,1,1
111,66,entretenimiento,view,0,0
190,539,otro,save,2,1
135,152,entretenimiento,view,0,0
138,278,entretenimiento,uninterested,0,0
198,20,cultural,interested,2,1
141,419,gastronomico,interested,2,1
58,308,cultural,uninterested,0,0
51,135,cultural,save,2,1
72,516,deportivo,view,1,1
134,81,otro,view,1,1
16,48,cultural,view,1,1
167,245,entretenimiento,uninterested,0,0
54,20,cultural,view,1,1
98,413,otro,view,1,1
129,585,entretenimiento,save,2,1
119,472,cultural,view,0,0
189,303,entretenimiento,save,2,1
5,424,gastronomico,view,1,1
122,428,cultural,uninterested,0,0
190,449,gastronomico,view,1,1
76,197,entretenimiento,uninterested,0,0
5,524,gastronomico,interested,2,1
65,369,gastronomico,view,0,0
34,331,deportivo,view,0,0
159,128,gastronomico,view,1,1
87,72,gastronomico,view,0,0
60,207,gastronomico,view,0,0
80,504,deportivo,view,1,1
54,218,entretenimiento,view,0,0
109,69,otro,view,1,1
171,249,otro,save,2,1
52,430,entretenimiento,view,0,0
176,523,cultural,view,1,1
31,379,otro,interested,2,1
45,155,cultural,view,0,0
30,64,gastronomico,uninterested,0,0
140,76,gastronomico,save,2,1
149,122,entretenimiento,view,1,1
167,192,gastronomico,save,2,1
166,575,entretenimiento,uninterested,0,0
108,21,gastronomico,view,1,1
194,522,entretenimiento,view,1,1
144,381,entretenimiento,view,1,1
60,537,deportivo,uninterested,0,0
132,143,otro,interested,2,1
94,1,deportivo,view,1,1
138,313,deportivo,interested,2,1
151,274,otro,save,2,1
126,226,cultural,save,2,1
66,401,deportivo,save,2,1
147,222,cultural,save,2,1
7,597,gastronomico,view,0,0
197,394,cultural,view,1,1
124,261,cultural,uninterested,0,0
39,269,otro,view,0,0
141,559,gastronomico,view,1,1
147,471,gastronomico,view,1,1
172,110,entretenimiento,view,0,0
159,439,gastronomico,save,2,1
134,109,otro,save,2,1
199,349,otro,interested,2,1
87,332,gastronomico,view,0,0
116,430,entretenimiento,interested,2,1
106,258,cultural,interested,2,1
14,38,otro,uninterested,0,0
91,386,gastronomico,save,2,1
22,298,gastronomico,view,0,0
108,332,gastronomico,uninterested,0,0
15,321,entretenimiento,view,1,1
123,125,gastronomico,save,2,1
3,170,entretenimiento,save,2,1
163,18,gastronomico,save,2,1
89,94,entretenimiento,view,1,1
194,9,entretenimiento,save,2,1
77,4,deportivo,interested,2,1
69,375,entretenimiento,interested,2,1
182,67,gastronomico,view,0,0
126,457,deportivo,view,1,1
103,273,deportivo,interested,2,1
111,68,gastronomico,uninterested,0,0
148,239,gastronomico,save,2,1
12,387,otro,interested,2,1
195,180,entretenimiento,save,2,1
64,547,deportivo,view,1,1
180,54,entretenimiento,view,0,0
86,112,deportivo,interested,2,1
172,211,otro,view,1,1
198,542,cultural,view,1,1
196,581,gastronomico,interested,2,1
159,229,otro,view,1,1
129,9,entretenimiento,interested,2,1
100,49,deportivo,view,1,1
190,202,gastronomico,view,1,1
43,40,cultural,save,2,1
133,344,entretenimiento,save,2,1
131,288,entretenimiento,view,0,0
8,184,gastronomico,view,1,1
178,460,gastronomico,interested,2,1
44,290,gastronomico,interested,2,1
11,230,cultural,save,2,1
183,54,entretenimiento,save,2,1
19,129,otro,save,2,1
165,555,entretenimiento,view,1,1
49,277,cultural,save,2,1
189,292,deportivo,save,2,1
56,273,deportivo,view,1,1
114,544,cultural,uninterested,0,0
135,242,cultural,uninterested,0,0
120,477,entretenimiento,view,0,0
117,102,deportivo,save,2,1
172,206,entretenimiento,view,0,0
176,552,entretenimiento,view,0,0
18,506,gastronomico,save,2,1
26,110,entretenimiento,view,0,0
69,163,entretenimiento,interested,2,1
112,534,gastronomico,interested,2,1
5,144,otro,interested,2,1
86,553,entretenimiento,view,0,0
105,335,gastronomico,view,1,1
62,471,gastronomico,save,2,1
129,490,entretenimiento,view,1,1
66,513,entretenimiento,view,1,1
3,578,cultural,view,1,1
175,358,deportivo,interested,2,1
132,442,deportivo,view,1,1
173,472,cultural,uninterested,0,0
175,590,cultural,save,2,1
189,221,deportivo,interested,2,1
8,505,deportivo,view,0,0
152,228,gastronomico,interested,2,1
127,590,cultural,view,0,0
60,249,otro,view,0,0
3,280,cultural,interested,2,1
71,155,cultural,view,1,1
85,153,deportivo,interested,2,1
180,291,otro,save,2,1
64,421,gastronomico,interested,2,1
49,182,entretenimiento,view,0,0
164,336,entretenimiento,view,0,0
78,477,entretenimiento,interested,2,1
133,294,entretenimiento,save,2,1
142,11,otro,uninterested,0,0
95,570,gastronomico,view,1,1
1,285,gastronomico,save,2,1
56,96,deportivo,uninterested,0,0
44,291,otro,view,0,0
128,61,entretenimiento,uninterested,0,0
62,472,cultural,uninterested,0,0
45,160,deportivo,view,0,0
75,585,entretenimiento,view,0,0
197,285,gastronomico,save,2,1
86,178,otro,interested,2,1
27,13,cultural,save,2,1
21,325,deportivo,uninterested,0,0
173,206,entretenimiento,save,2,1
45,153,deportivo,view,0,0
166,395,deportivo,uninterested,0,0
176,583,otro,view,1,1
136,17,gastronomico,view,1,1
137,488,gastronomico,view,1,1
37,419,gastronomico,save,2,1
10,105,entretenimiento,view,1,1
194,441,otro,interested,2,1
34,306,otro,view,0,0
183,23,otro,interested,2,1
25,177,deportivo,interested,2,1
124,368,otro,view,1,1
65,149,otro,uninterested,0,0
95,126,otro,view,0,0
46,167,cultural,interested,2,1
42,590,cultural,view,0,0
19,109,otro,view,1,1
189,131,deportivo,save,2,1
163,553,entretenimiento,view,0,0
129,289,cultural,uninterested,0,0
126,135,cultural,view,1,1
